cat,a_cat,a_value,a_label,a_segment,a_next_segment,a_s_order,a_next_order,a_direction,a_azimuth,a_length,a_stright,a_sinusoid,a_elev_min,a_elev_max,a_s_drop,a_gradient,a_out_direction,a_out_azimuth,a_out_length,a_out_drop,a_out_gradient,a_tangent_dir,a_tangent_azimuth,a_next_direction,a_next_azimuth,a_area,a_lat,a_lon,b_cat,b_value,b_label,area
5322,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5304,1,Deciduous forest,5632.689224
5323,4,10,,4,6,5,15,193.419,13.4187,21757.3,18479.7,1.17736,312,226,86,0.0039527,250.017,70.0169,969.941,0,0,-57.2958,-57.2958,164.055,173269378.243849,173269378.243849,-86.33,49.0404166666667,5308,1,Deciduous forest,5632.689223
5324,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5283,5,Wetland,11265.472143
5325,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5309,5,Wetland,5632.782919
5326,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5311,6,Water,5632.78292
5327,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5314,7,Impervious,11265.659533
5328,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5317,6,Water,33797.259682
5329,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5318,4,Low Vegetation,5632.782919
5330,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5328,5,Wetland,61962.392298
5331,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5330,2,Coniferous forest,11265.753228
5332,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5319,2,Coniferous forest,5632.782919
5333,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5320,1,Deciduous forest,5632.782919
5334,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5340,2,Coniferous forest,11265.846921
5335,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5279,1,Deciduous forest,33796.13534
5336,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5322,1,Deciduous forest,5632.782919
5337,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5323,4,Low Vegetation,11265.565839
5338,4,10,,4,6,5,15,193.419,13.4187,21757.3,18479.7,1.17736,312,226,86,0.0039527,250.017,70.0169,969.941,0,0,-57.2958,-57.2958,164.055,173269378.243849,173269378.243849,-86.33,49.0404166666667,5306,5,Wetland,22530.85059
5339,4,10,,4,6,5,15,193.419,13.4187,21757.3,18479.7,1.17736,312,226,86,0.0039527,250.017,70.0169,969.941,0,0,-57.2958,-57.2958,164.055,173269378.243849,173269378.243849,-86.33,49.0404166666667,5345,2,Coniferous forest,5632.876614
5340,4,10,,4,6,5,15,193.419,13.4187,21757.3,18479.7,1.17736,312,226,86,0.0039527,250.017,70.0169,969.941,0,0,-57.2958,-57.2958,164.055,173269378.243849,173269378.243849,-86.33,49.0404166666667,5324,1,Deciduous forest,5632.782919
5341,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5325,1,Deciduous forest,5632.876614
5342,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5312,1,Deciduous forest,22531.319067
5343,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5313,4,Low Vegetation,146459.757639
5344,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5327,1,Deciduous forest,5632.876614
5345,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5352,6,Water,11265.940615
5346,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5353,4,Low Vegetation,5632.970307
5347,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5329,5,Wetland,5632.876614
5348,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5357,6,Water,16899.098306
5349,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5358,2,Coniferous forest,61965.015658
5350,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5331,1,Deciduous forest,219693.05619
5351,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5332,2,Coniferous forest,39430.604764
5352,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5333,1,Deciduous forest,5632.876614
5353,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5335,4,Low Vegetation,11265.753228
5354,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5337,4,Low Vegetation,5632.876614
5355,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5339,1,Deciduous forest,11265.753228
5356,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5342,4,Low Vegetation,5632.876614
5357,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5364,1,Deciduous forest,107031.401433
5358,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5343,4,Low Vegetation,5632.876614
5359,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5305,1,Deciduous forest,39429.293043
5360,4,10,,4,6,5,15,193.419,13.4187,21757.3,18479.7,1.17736,312,226,86,0.0039527,250.017,70.0169,969.941,0,0,-57.2958,-57.2958,164.055,173269378.243849,173269378.243849,-86.33,49.0404166666667,5344,5,Wetland,67595.643685
5361,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5346,1,Deciduous forest,39432.010137
5362,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5368,2,Coniferous forest,5633.064
5363,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5347,2,Coniferous forest,5632.970307
5364,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5349,7,Impervious,5632.970307
5365,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5350,4,Low Vegetation,5632.970307
5366,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5326,6,Water,28164.476763
5367,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5351,7,Impervious,11266.034307
5368,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5377,4,Low Vegetation,5633.064
5369,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5378,2,Coniferous forest,39431.91645
5370,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5354,2,Coniferous forest,5632.970307
5371,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5355,1,Deciduous forest,11265.940615
5372,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5298,2,Coniferous forest,56328.391356
5373,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5356,1,Deciduous forest,11265.940615
5374,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5380,4,Low Vegetation,5633.064
5375,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5334,1,Deciduous forest,16898.723535
5376,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5359,1,Deciduous forest,5632.970307
5377,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5336,1,Deciduous forest,45064.699372
5378,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5360,4,Low Vegetation,5632.970307
5379,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5361,4,Low Vegetation,5632.970307
5380,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5338,1,Deciduous forest,22531.693843
5381,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5385,4,Low Vegetation,5633.064
5382,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5362,6,Water,11265.940615
5383,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5341,4,Low Vegetation,28164.570457
5384,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5363,2,Coniferous forest,33798.290304
5385,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5321,1,Deciduous forest,22531.41276
5386,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5365,1,Deciduous forest,5632.970307
5387,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5366,4,Low Vegetation,5632.970307
5388,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5390,1,Deciduous forest,11266.315381
5389,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5369,2,Coniferous forest,5633.063999
5390,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5372,4,Low Vegetation,5633.064
5391,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5373,1,Deciduous forest,5633.063999
5392,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5375,1,Deciduous forest,5633.063999
5393,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5245,4,Low Vegetation,214046.219357
5394,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5398,6,Water,33799.414589
5395,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5379,1,Deciduous forest,5633.063999
5396,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5402,6,Water,5633.15769
5397,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5382,1,Deciduous forest,5633.064
5398,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5383,1,Deciduous forest,5633.064
5399,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5387,1,Deciduous forest,5633.063999
5400,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5389,4,Low Vegetation,5633.064
5401,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5348,2,Coniferous forest,839391.930001
5402,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5391,1,Deciduous forest,5633.15769
5403,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5392,1,Deciduous forest,5633.15769
5404,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5393,1,Deciduous forest,5633.15769
5405,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5395,1,Deciduous forest,5633.15769
5406,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5396,1,Deciduous forest,5633.15769
5407,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5397,4,Low Vegetation,5633.15769
5408,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5399,4,Low Vegetation,5633.15769
5409,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5422,4,Low Vegetation,5633.25138
5410,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5381,1,Deciduous forest,16899.37938
5411,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5405,4,Low Vegetation,11266.315381
5412,6,8,,6,8,15,16,170.538,170.538,4360.74,3915.67,1.11366,226,224,2,0.000458638,185.194,5.19443,1110.66,1,0.000900368,-57.2958,-57.2958,197.103,134690992.286397,134690992.286397,-86.5583333333333,49.0570833333333,5384,1,Deciduous forest,11266.22169
5413,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5431,4,Low Vegetation,5633.25138
5414,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5407,4,Low Vegetation,5633.15769
5415,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5386,1,Deciduous forest,16899.285689
5416,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,5408,1,Deciduous forest,5633.15769
5417,4,10,,4,6,5,15,193.419,13.4187,21757.3,18479.7,1.17736,312,226,86,0.0039527,250.017,70.0169,969.941,0,0,-57.2958,-57.2958,164.055,173269378.243849,173269378.243849,-86.33,49.0404166666667,5367,1,Deciduous forest,16899.191997
5418,4,10,,4,6,5,15,193.419,13.4187,21757.3,18479.7,1.17736,312,226,86,0.0039527,250.017,70.0169,969.941,0,0,-57.2958,-57.2958,164.055,173269378.243849,173269378.243849,-86.33,49.0404166666667,5410,4,Low Vegetation,45065.823659
5419,4,10,,4,6,5,15,193.419,13.4187,21757.3,18479.7,1.17736,312,226,86,0.0039527,250.017,70.0169,969.941,0,0,-57.2958,-57.2958,164.055,173269378.243849,173269378.243849,-86.33,49.0404166666667,5439,5,Wetland,11266.50276
5420,4,10,,4,6,5,15,193.419,13.4187,21757.3,18479.7,1.17736,312,226,86,0.0039527,250.017,70.0169,969.941,0,0,-57.2958,-57.2958,164.055,173269378.243849,173269378.243849,-86.33,49.0404166666667,5412,4,Low Vegetation,5633.157691
5421,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5413,1,Deciduous forest,5633.25138
5422,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5371,4,Low Vegetation,22532.63076
5423,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5415,1,Deciduous forest,5633.25138
5424,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5374,6,Water,230969.302541
5425,5,6,,5,8,10,16,247.068,67.0679,16522.1,11302,1.46187,267,224,43,0.00260258,257.905,77.9052,1203.16,0,0,-57.2958,-57.2958,197.103,185869593.713984,185869593.713984,-86.60875,49.1820833333333,5417,1,Deciduous forest,11266.50276
